label,acc_policy,chunking_method,acc_dtype,num_tokens,in_features,num_classes,dtype,device_type,reduction,prob_target,bias,allow_retain_graph,time_ms,memory_peak_bytes,grad_input_error,grad_linear_weight_error,grad_linear_bias_error,error,timing_error
reference,,,,4096,4096,16384,float16,cuda,none,False,False,False,7.89299201965332,721724416,0.0002650084164194358,0.00022063921172434003,nan,,
accurate_aspect_ratio_fp32,accurate,aspect_ratio,float32,4096,4096,16384,float16,cuda,none,False,False,False,68.91622161865234,1040553984,0.0002076944855058603,0.00032816267205525477,nan,,
accurate_aspect_ratio:2_fp32,accurate,aspect_ratio:2,float32,4096,4096,16384,float16,cuda,none,False,False,False,71.552001953125,998606848,0.0002076944855058603,0.00044031261771054195,nan,,
accurate_aspect_ratio:4_fp32,accurate,aspect_ratio:4,float32,4096,4096,16384,float16,cuda,none,False,False,False,78.54386901855469,977633280,0.0002076944855058603,0.000604979301330385,nan,,
balanced_aspect_ratio_fp32,balanced,aspect_ratio,float32,4096,4096,16384,float16,cuda,none,False,False,False,12.977151870727539,679843328,0.00035982705155127145,0.0003282986998276775,nan,,
balanced_aspect_ratio:2_fp32,balanced,aspect_ratio:2,float32,4096,4096,16384,float16,cuda,none,False,False,False,16.130048751831055,650479104,0.00046443526456308777,0.0004404108310644715,nan,,
balanced_aspect_ratio:4_fp32,balanced,aspect_ratio:4,float32,4096,4096,16384,float16,cuda,none,False,False,False,21.373952865600586,635796992,0.00035982705155127145,0.0006050387535313913,nan,,
compact_aspect_ratio_fp32,compact,aspect_ratio,float32,4096,4096,16384,float16,cuda,none,False,False,False,13.281279563903809,411407872,0.00035982705155127145,0.0003390154139631043,nan,,
compact_aspect_ratio:2_fp32,compact,aspect_ratio:2,float32,4096,4096,16384,float16,cuda,none,False,False,False,12.364800453186035,382043648,0.00046443526456308777,0.000448293444519254,nan,,
compact_aspect_ratio:4_fp32,compact,aspect_ratio:4,float32,4096,4096,16384,float16,cuda,none,False,False,False,15.729663848876953,367361536,0.00035982705155127145,0.000610892273804839,nan,,
auto_fp32,auto,auto,float32,4096,4096,16384,float16,cuda,none,False,False,False,12.025856018066406,382043648,0.00046443526456308777,0.00044831789550712575,nan,,
liger,,,,4096,4096,16384,float16,cuda,none,False,False,False,10.225664138793945,788844544,0.0003022740600232759,0.0003831047076085764,nan,,
