label,acc_policy,chunking_method,acc_dtype,num_tokens,in_features,num_classes,dtype,device_type,reduction,prob_target,allow_retain_graph,time_ms,memory_peak_bytes,grad_input_error,grad_linear_weight_error,error,timing_error
reference,,,,4096,4096,65536,float16,cuda,mean,True,False,28.097536087036133,5419303936,1.006652693888086,0.9502953358100749,,
accurate_aspect_ratio_fp32,accurate,aspect_ratio,float32,4096,4096,65536,float16,cuda,mean,True,False,300.77850341796875,6195253248,0.2618967452767796,0.1370364745539131,,
accurate_aspect_ratio:2_fp32,accurate,aspect_ratio:2,float32,4096,4096,65536,float16,cuda,mean,True,False,320.0942077636719,6126045696,0.2618967451998817,0.19379782447882846,,
accurate_aspect_ratio:4_fp32,accurate,aspect_ratio:4,float32,4096,4096,65536,float16,cuda,mean,True,False,389.5398254394531,6091442688,0.26189674527858536,0.2739922832146635,,
balanced_aspect_ratio_fp32,balanced,aspect_ratio,float32,4096,4096,65536,float16,cuda,mean,True,False,65.95378875732422,4953739264,0.9263606047214346,0.8537218317061801,,
balanced_aspect_ratio:2_fp32,balanced,aspect_ratio:2,float32,4096,4096,65536,float16,cuda,mean,True,False,111.79007720947266,4934863360,0.9733207017330288,0.859398881154743,,
balanced_aspect_ratio:4_fp32,balanced,aspect_ratio:4,float32,4096,4096,65536,float16,cuda,mean,True,False,210.11148071289062,4925426176,0.9263606047214346,0.864242354248111,,
compact_aspect_ratio_fp32,compact,aspect_ratio,float32,4096,4096,65536,float16,cuda,mean,True,False,41.89798355102539,4412670976,0.9263606047214346,0.8537218317061801,,
compact_aspect_ratio:2_fp32,compact,aspect_ratio:2,float32,4096,4096,65536,float16,cuda,mean,True,False,61.294593811035156,4412670976,0.9733207017330288,0.859398881154743,,
compact_aspect_ratio:4_fp32,compact,aspect_ratio:4,float32,4096,4096,65536,float16,cuda,mean,True,False,103.03794860839844,4412670976,0.9263606047214346,0.864242354248111,,
auto_fp32,auto,aspect_ratio:2,float32,4096,4096,65536,float16,cuda,mean,True,False,61.16761779785156,4412670976,0.9733207017330288,0.859398881154743,,
