label,acc_policy,chunking_method,acc_dtype,num_tokens,in_features,num_classes,dtype,device_type,reduction,prob_target,bias,allow_retain_graph,time_ms,memory_peak_bytes,grad_input_error,grad_linear_weight_error,grad_linear_bias_error,error,timing_error
reference,,,,2048,4096,32000,float16,cuda,none,False,False,False,6.67852783203125,838095872,0.00033144718483926473,0.00021318659100439525,nan,,
accurate_aspect_ratio_fp32,accurate,aspect_ratio,float32,2048,4096,32000,float16,cuda,none,False,False,False,76.60441589355469,1694025728,0.0002076498213740227,0.00043697205843981315,nan,,
accurate_aspect_ratio:2_fp32,accurate,aspect_ratio:2,float32,2048,4096,32000,float16,cuda,none,False,False,False,83.00851440429688,1675543552,0.00020764982699404715,0.0005798322557026047,nan,,
accurate_aspect_ratio:4_fp32,accurate,aspect_ratio:4,float32,2048,4096,32000,float16,cuda,none,False,False,False,104.45414733886719,1666302976,0.00020764986239529612,0.0007467569241674864,nan,,
balanced_aspect_ratio_fp32,balanced,aspect_ratio,float32,2048,4096,32000,float16,cuda,none,False,False,False,20.017152786254883,1121895936,0.0003596705382597624,0.0004370366720156904,nan,,
balanced_aspect_ratio:2_fp32,balanced,aspect_ratio:2,float32,2048,4096,32000,float16,cuda,none,False,False,False,33.102848052978516,1110557696,0.00046491591507853475,0.0005798886283679718,nan,,
balanced_aspect_ratio:4_fp32,balanced,aspect_ratio:4,float32,2048,4096,32000,float16,cuda,none,False,False,False,60.13644790649414,1104888832,0.0003596609812317217,0.000746811639963066,nan,,
compact_aspect_ratio_fp32,compact,aspect_ratio,float32,2048,4096,32000,float16,cuda,none,False,False,False,13.644800186157227,597607936,0.0003596705382597624,0.00043947593952730886,nan,,
compact_aspect_ratio:2_fp32,compact,aspect_ratio:2,float32,2048,4096,32000,float16,cuda,none,False,False,False,20.529151916503906,586269696,0.00046491591507853475,0.0005816774466384798,nan,,
compact_aspect_ratio:4_fp32,compact,aspect_ratio:4,float32,2048,4096,32000,float16,cuda,none,False,False,False,36.09190368652344,580600832,0.0003596609812317217,0.0007480093646394856,nan,,
auto_fp32,auto,auto,float32,2048,4096,32000,float16,cuda,none,False,False,False,20.510719299316406,586269696,0.00046491591507853475,0.0005816706997099224,nan,,
liger,,,,2048,4096,32000,float16,cuda,none,False,False,False,20.397056579589844,1377724416,0.00029639205382911085,0.00047993729610705966,nan,,
