label,acc_policy,chunking_method,acc_dtype,num_tokens,in_features,num_classes,dtype,device_type,reduction,prob_target,allow_retain_graph,time_ms,memory_peak_bytes,grad_input_error,grad_linear_weight_error,error,timing_error
reference,,,,4096,4096,4096,bfloat16,cuda,mean,True,False,2.2159359455108643,386139136,0.009055129869689652,0.008968364780882166,,
accurate_aspect_ratio_fp32,accurate,aspect_ratio,float32,4096,4096,4096,bfloat16,cuda,mean,True,False,18.155519485473633,721732096,0.0016621829151910452,0.0016627831323638717,,
accurate_aspect_ratio:2_fp32,accurate,aspect_ratio:2,float32,4096,4096,4096,bfloat16,cuda,mean,True,False,20.128768920898438,621044224,0.0016621825835425941,0.001994830927571035,,
accurate_aspect_ratio:4_fp32,accurate,aspect_ratio:4,float32,4096,4096,4096,bfloat16,cuda,mean,True,False,17.21753692626953,570700288,0.001662182521116124,0.0025483342765312963,,
balanced_aspect_ratio_fp32,balanced,aspect_ratio,float32,4096,4096,4096,bfloat16,cuda,mean,True,False,11.355135917663574,621068800,0.0022137504011085726,0.0016627831323638717,,
balanced_aspect_ratio:2_fp32,balanced,aspect_ratio:2,float32,4096,4096,4096,bfloat16,cuda,mean,True,False,10.905599594116211,503603712,0.0022137504011085726,0.001994830927571035,,
balanced_aspect_ratio:4_fp32,balanced,aspect_ratio:4,float32,4096,4096,4096,bfloat16,cuda,mean,True,False,11.724800109863281,444871168,0.0022137504011085726,0.0025483342765312963,,
compact_aspect_ratio_fp32,compact,aspect_ratio,float32,4096,4096,4096,bfloat16,cuda,mean,True,False,2.9286398887634277,553959936,0.0022137504011085726,0.0022130340399206727,,
compact_aspect_ratio:2_fp32,compact,aspect_ratio:2,float32,4096,4096,4096,bfloat16,cuda,mean,True,False,3.481600046157837,436494848,0.0022137504011085726,0.0024723994968533945,,
compact_aspect_ratio:4_fp32,compact,aspect_ratio:4,float32,4096,4096,4096,bfloat16,cuda,mean,True,False,3.8748159408569336,386139136,0.0022137504011085726,0.0029368613928613535,,
auto_fp32,auto,aspect_ratio:2,float32,4096,4096,4096,bfloat16,cuda,mean,True,False,3.4795520305633545,436494848,0.0022137504011085726,0.0024723994968533945,,
