label,acc_policy,chunking_method,acc_dtype,num_tokens,in_features,num_classes,dtype,device_type,reduction,prob_target,allow_retain_graph,time_ms,memory_peak_bytes,grad_input_error,grad_linear_weight_error,error,timing_error
reference,,,,4096,4096,8192,float16,cuda,mean,True,False,4.417535781860352,721683456,0.3721248149819916,0.3579140716133865,,
accurate_aspect_ratio_fp32,accurate,aspect_ratio,float32,4096,4096,8192,float16,cuda,mean,True,False,32.63488006591797,1057252352,0.17509665801903146,0.006058395180932187,,
accurate_aspect_ratio:2_fp32,accurate,aspect_ratio:2,float32,4096,4096,8192,float16,cuda,mean,True,False,33.95686340332031,973353984,0.17509665801903146,0.008568220652669208,,
accurate_aspect_ratio:4_fp32,accurate,aspect_ratio:4,float32,4096,4096,8192,float16,cuda,mean,True,False,35.26348876953125,931404800,0.1750966581933634,0.012115475940640214,,
balanced_aspect_ratio_fp32,balanced,aspect_ratio,float32,4096,4096,8192,float16,cuda,mean,True,False,5.439487934112549,755266048,0.3620322420376402,0.3466274025856389,,
balanced_aspect_ratio:2_fp32,balanced,aspect_ratio:2,float32,4096,4096,8192,float16,cuda,mean,True,False,6.253568172454834,721697280,0.4021961210040551,0.3466815981841854,,
balanced_aspect_ratio:4_fp32,balanced,aspect_ratio:4,float32,4096,4096,8192,float16,cuda,mean,True,False,7.490560054779053,704912896,0.5035877914103928,0.34679496085985934,,
compact_aspect_ratio_fp32,compact,aspect_ratio,float32,4096,4096,8192,float16,cuda,mean,True,False,5.2500481605529785,654574592,0.3620322420376402,0.3466274025856389,,
compact_aspect_ratio:2_fp32,compact,aspect_ratio:2,float32,4096,4096,8192,float16,cuda,mean,True,False,5.484543800354004,654574592,0.4021961210040551,0.3466815981841854,,
compact_aspect_ratio:4_fp32,compact,aspect_ratio:4,float32,4096,4096,8192,float16,cuda,mean,True,False,5.561344146728516,654574592,0.5035877914103928,0.34679496085985934,,
auto_fp32,auto,aspect_ratio:2,float32,4096,4096,8192,float16,cuda,mean,True,False,5.472256183624268,654574592,0.4021961210040551,0.3466815981841854,,
