label,acc_policy,chunking_method,acc_dtype,num_tokens,in_features,num_classes,dtype,device_type,reduction,prob_target,bias,allow_retain_graph,time_ms,memory_peak_bytes,grad_input_error,grad_linear_weight_error,grad_linear_bias_error,error,timing_error
reference,,,,4096,4096,4096,float16,cuda,mean,False,False,False,1.8769919872283936,218399744,0.006606275923871655,0.004833280634976397,nan,,
accurate_aspect_ratio_fp32,accurate,aspect_ratio,float32,4096,4096,4096,float16,cuda,mean,False,False,False,16.38502311706543,520475136,0.004509482955292969,0.0002127486933374837,nan,,
accurate_aspect_ratio:2_fp32,accurate,aspect_ratio:2,float32,4096,4096,4096,float16,cuda,mean,False,False,False,20.25676727294922,419795968,0.004509482961180327,0.0002647184060411515,nan,,
accurate_aspect_ratio:4_fp32,accurate,aspect_ratio:4,float32,4096,4096,4096,float16,cuda,mean,False,False,False,17.61177635192871,386233344,0.004509482955767213,0.0003462092891706324,nan,,
balanced_aspect_ratio_fp32,balanced,aspect_ratio,float32,4096,4096,4096,float16,cuda,mean,False,False,False,2.9173760414123535,352702976,0.008014124874616318,0.004845744648298169,nan,,
balanced_aspect_ratio:2_fp32,balanced,aspect_ratio:2,float32,4096,4096,4096,float16,cuda,mean,False,False,False,3.414016008377075,285577728,0.008013754957194797,0.004848264224773229,nan,,
balanced_aspect_ratio:4_fp32,balanced,aspect_ratio:4,float32,4096,4096,4096,float16,cuda,mean,False,False,False,4.051968097686768,252015104,0.008014124874616318,0.004853387248155428,nan,,
compact_aspect_ratio_fp32,compact,aspect_ratio,float32,4096,4096,4096,float16,cuda,mean,False,False,False,2.9859840869903564,285594112,0.008014124874616318,0.004849493253466341,nan,,
compact_aspect_ratio:2_fp32,compact,aspect_ratio:2,float32,4096,4096,4096,float16,cuda,mean,False,False,False,3.1037440299987793,218468864,0.008013754957194797,0.004852044782779571,nan,,
compact_aspect_ratio:4_fp32,compact,aspect_ratio:4,float32,4096,4096,4096,float16,cuda,mean,False,False,False,3.8799359798431396,184906240,0.008014124874616318,0.004857157807747396,nan,,
auto_fp32,auto,auto,float32,4096,4096,4096,float16,cuda,mean,False,False,False,3.0382080078125,218468864,0.008013754957194797,0.004852040883281691,nan,,
liger,,,,4096,4096,4096,float16,cuda,mean,False,False,False,2.2668159008026123,285528064,0.006606510682810128,0.004834484620661486,nan,,
