label,acc_policy,chunking_method,acc_dtype,num_tokens,in_features,num_classes,dtype,device_type,reduction,prob_target,bias,allow_retain_graph,time_ms,memory_peak_bytes,grad_input_error,grad_linear_weight_error,grad_linear_bias_error,error,timing_error
reference,,,,4096,2048,32000,bfloat16,cuda,mean,False,False,False,7.224319934844971,1214546944,0.0023425139527285185,0.0015996668736856818,nan,,
accurate_aspect_ratio_fp32,accurate,aspect_ratio,float32,4096,2048,32000,bfloat16,cuda,mean,False,False,False,73.15865325927734,907631104,0.0016550064175780952,0.0026155784582571296,nan,,
accurate_aspect_ratio:2_fp32,accurate,aspect_ratio:2,float32,4096,2048,32000,bfloat16,cuda,mean,False,False,False,81.72134399414062,890197504,0.0016550064170698577,0.002774634381465969,nan,,
accurate_aspect_ratio:4_fp32,accurate,aspect_ratio:4,float32,4096,2048,32000,bfloat16,cuda,mean,False,False,False,106.52159881591797,881481216,0.00165500641669003,0.002885375618863332,nan,,
balanced_aspect_ratio_fp32,balanced,aspect_ratio,float32,4096,2048,32000,bfloat16,cuda,mean,False,False,False,45.71033477783203,644700672,0.0041322698271679175,0.0026155784582571296,nan,,
balanced_aspect_ratio:2_fp32,balanced,aspect_ratio:2,float32,4096,2048,32000,bfloat16,cuda,mean,False,False,False,55.90630340576172,610948608,0.0016552188175698124,0.002774634381465969,nan,,
balanced_aspect_ratio:4_fp32,balanced,aspect_ratio:4,float32,4096,2048,32000,bfloat16,cuda,mean,False,False,False,80.25804901123047,593974784,0.0016551918660190027,0.002885375618863332,nan,,
compact_aspect_ratio_fp32,compact,aspect_ratio,float32,4096,2048,32000,bfloat16,cuda,mean,False,False,False,15.738880157470703,382556672,0.0041322698271679175,0.002635348461722645,nan,,
compact_aspect_ratio:2_fp32,compact,aspect_ratio:2,float32,4096,2048,32000,bfloat16,cuda,mean,False,False,False,20.816896438598633,348804608,0.0016552188175698124,0.0027882290743842337,nan,,
compact_aspect_ratio:4_fp32,compact,aspect_ratio:4,float32,4096,2048,32000,bfloat16,cuda,mean,False,False,False,35.63212966918945,331830784,0.0016551918660190027,0.0028943791837994694,nan,,
auto_fp32,auto,auto,float32,4096,2048,32000,bfloat16,cuda,mean,False,False,False,14.908415794372559,382556672,0.0041322698271679175,0.0026353751072355504,nan,,
liger,,,,4096,2048,32000,bfloat16,cuda,mean,False,False,False,21.75279998779297,725536768,0.003108730503341434,0.0027301845702791512,nan,,
