device,sm_count,num_tokens,in_features,num_classes,dtype,mode,batch_chunk_size,acc_policy,time_ms,memory_peak_bytes,error
NVIDIA_B200,148,4096,32768,16384,bfloat16,reference,0,compact,8.235648155212402,3019932672,
NVIDIA_B200,148,4096,32768,16384,bfloat16,chunked,64,compact,58.81318283081055,2736871424,
NVIDIA_B200,148,4096,32768,16384,bfloat16,chunked,128,compact,30.412639617919922,2755745792,
NVIDIA_B200,148,4096,32768,16384,bfloat16,chunked,256,compact,19.698528289794922,2793495552,
NVIDIA_B200,148,4096,32768,16384,bfloat16,chunked,512,compact,13.927647590637207,2868995584,
NVIDIA_B200,148,4096,32768,16384,bfloat16,chunked,1024,compact,12.373727798461914,3019995648,
NVIDIA_B200,148,4096,32768,16384,bfloat16,chunked,2048,compact,11.995648384094238,3321995776,
NVIDIA_B200,148,4096,32768,16384,bfloat16,chunked,4096,compact,11.48691177368164,3925996032,
NVIDIA_B200,148,8192,32768,16384,bfloat16,reference,0,compact,17.4005126953125,3825271808,
NVIDIA_B200,148,8192,32768,16384,bfloat16,chunked,64,compact,116.39759826660156,3273828352,
NVIDIA_B200,148,8192,32768,16384,bfloat16,chunked,128,compact,59.718528747558594,3292702720,
NVIDIA_B200,148,8192,32768,16384,bfloat16,chunked,256,compact,38.34137725830078,3330452480,
NVIDIA_B200,148,8192,32768,16384,bfloat16,chunked,512,compact,26.76291275024414,3405952512,
NVIDIA_B200,148,8192,32768,16384,bfloat16,chunked,1024,compact,24.2357120513916,3556952576,
NVIDIA_B200,148,8192,32768,16384,bfloat16,chunked,2048,compact,23.02560043334961,3858952704,
NVIDIA_B200,148,8192,32768,16384,bfloat16,chunked,4096,compact,21.916160583496094,4462952960,
NVIDIA_B200,148,8192,32768,16384,bfloat16,chunked,8192,compact,22.005887985229492,5670953472,
NVIDIA_B200,148,16384,32768,16384,bfloat16,reference,0,compact,34.48064041137695,5435950080,
NVIDIA_B200,148,16384,32768,16384,bfloat16,chunked,64,compact,232.45596313476562,4347742208,
NVIDIA_B200,148,16384,32768,16384,bfloat16,chunked,128,compact,117.82198333740234,4366616576,
NVIDIA_B200,148,16384,32768,16384,bfloat16,chunked,256,compact,75.74816131591797,4404366336,
NVIDIA_B200,148,16384,32768,16384,bfloat16,chunked,512,compact,53.41334533691406,4479866368,
NVIDIA_B200,148,16384,32768,16384,bfloat16,chunked,1024,compact,47.86131286621094,4630866432,
NVIDIA_B200,148,16384,32768,16384,bfloat16,chunked,2048,compact,45.32294464111328,4932866560,
NVIDIA_B200,148,16384,32768,16384,bfloat16,chunked,4096,compact,43.955902099609375,5536866816,
NVIDIA_B200,148,16384,32768,16384,bfloat16,chunked,8192,compact,43.22351837158203,6744867328,
NVIDIA_B200,148,16384,32768,16384,bfloat16,chunked,16384,compact,43.13676834106445,9160868352,
NVIDIA_B200,148,8192,16384,16384,bfloat16,reference,0,compact,8.819328308105469,2214659072,
NVIDIA_B200,148,8192,16384,16384,bfloat16,chunked,64,compact,61.09580612182617,1656924160,
NVIDIA_B200,148,8192,16384,16384,bfloat16,chunked,128,compact,32.977760314941406,1669507072,
NVIDIA_B200,148,8192,16384,16384,bfloat16,chunked,256,compact,19.514976501464844,1694673920,
NVIDIA_B200,148,8192,16384,16384,bfloat16,chunked,512,compact,14.462559700012207,1745008128,
NVIDIA_B200,148,8192,16384,16384,bfloat16,chunked,1024,compact,12.753727912902832,1845676544,
NVIDIA_B200,148,8192,16384,16384,bfloat16,chunked,2048,compact,12.714752197265625,2047013376,
NVIDIA_B200,148,8192,16384,16384,bfloat16,chunked,4096,compact,11.815391540527344,2449687040,
NVIDIA_B200,148,8192,16384,16384,bfloat16,chunked,8192,compact,11.858559608459473,3255034368,
NVIDIA_B200,148,8192,65536,16384,bfloat16,reference,0,compact,34.43097686767578,7046497280,
NVIDIA_B200,148,8192,65536,16384,bfloat16,chunked,64,compact,212.2803192138672,6516025344,
NVIDIA_B200,148,8192,65536,16384,bfloat16,chunked,128,compact,112.38768005371094,6555871232,
NVIDIA_B200,148,8192,65536,16384,bfloat16,chunked,256,compact,72.87747192382812,6635564032,
NVIDIA_B200,148,8192,65536,16384,bfloat16,chunked,512,compact,52.70064163208008,6794950144,
NVIDIA_B200,148,8192,65536,16384,bfloat16,chunked,1024,compact,47.38899230957031,7113722368,
NVIDIA_B200,148,8192,65536,16384,bfloat16,chunked,2048,compact,45.24816131591797,7751266816,
NVIDIA_B200,148,8192,65536,16384,bfloat16,chunked,4096,compact,43.59516906738281,9026355712,
NVIDIA_B200,148,8192,65536,16384,bfloat16,chunked,8192,compact,43.977439880371094,10502791680,
NVIDIA_B200,148,8192,32768,8192,bfloat16,reference,0,compact,8.417984008789062,2483094528,
NVIDIA_B200,148,8192,32768,8192,bfloat16,chunked,64,compact,65.10368347167969,2201135104,
