device,sm_count,num_tokens,in_features,num_classes,dtype,mode,batch_chunk_size,acc_policy,time_ms,memory_peak_bytes,error
NVIDIA_B200,148,8192,32768,8192,bfloat16,chunked,128,compact,35.413761138916016,2221058048,
NVIDIA_B200,148,8192,32768,8192,bfloat16,chunked,256,compact,21.099231719970703,2260904960,
NVIDIA_B200,148,8192,32768,8192,bfloat16,chunked,512,compact,15.526880264282227,2340599296,
NVIDIA_B200,148,8192,32768,8192,bfloat16,chunked,1024,compact,13.814432144165039,2499987968,
NVIDIA_B200,148,8192,32768,8192,bfloat16,chunked,2048,compact,12.995327949523926,2818765312,
NVIDIA_B200,148,8192,32768,8192,bfloat16,chunked,4096,compact,12.791520118713379,3456320000,
NVIDIA_B200,148,8192,32768,8192,bfloat16,chunked,8192,compact,12.37887954711914,4194558464,
NVIDIA_B200,148,8192,32768,32000,bfloat16,reference,0,compact,34.951873779296875,6383797248,
NVIDIA_B200,148,8192,32768,32000,bfloat16,chunked,64,compact,212.00787353515625,5326645248,
NVIDIA_B200,148,8192,32768,32000,bfloat16,chunked,128,compact,110.82921600341797,5351516160,
NVIDIA_B200,148,8192,32768,32000,bfloat16,chunked,256,compact,70.7570571899414,5401259008,
NVIDIA_B200,148,8192,32768,32000,bfloat16,chunked,512,compact,50.011390686035156,5500745216,
NVIDIA_B200,148,8192,32768,32000,bfloat16,chunked,1024,compact,46.06438446044922,5699717632,
NVIDIA_B200,148,8192,32768,32000,bfloat16,chunked,2048,compact,42.60895919799805,6097662464,
NVIDIA_B200,148,8192,32768,32000,bfloat16,chunked,4096,compact,40.95657730102539,6893552128,
NVIDIA_B200,148,8192,32768,32000,bfloat16,chunked,8192,compact,41.24310302734375,8485331456,
NVIDIA_B200,148,32768,32768,16384,bfloat16,reference,0,compact,73.63737487792969,8657306624,
NVIDIA_B200,148,32768,32768,16384,bfloat16,chunked,64,compact,460.4780578613281,6495569920,
NVIDIA_B200,148,32768,32768,16384,bfloat16,chunked,128,compact,233.97357177734375,6514444288,
NVIDIA_B200,148,32768,32768,16384,bfloat16,chunked,256,compact,150.4988555908203,6552194048,
NVIDIA_B200,148,32768,32768,16384,bfloat16,chunked,512,compact,105.9703369140625,6627694080,
NVIDIA_B200,148,32768,32768,16384,bfloat16,chunked,1024,compact,96.5696029663086,6778694144,
NVIDIA_B200,148,32768,32768,16384,bfloat16,chunked,2048,compact,90.74240112304688,7080694272,
NVIDIA_B200,148,32768,32768,16384,bfloat16,chunked,4096,compact,87.6976318359375,7684694528,
NVIDIA_B200,148,32768,32768,16384,bfloat16,chunked,8192,compact,87.82681274414062,8892695040,
NVIDIA_B200,148,32768,32768,16384,bfloat16,chunked,16384,compact,88.12515258789062,11308696064,
NVIDIA_B200,148,32768,32768,16384,bfloat16,chunked,32768,compact,87.20294189453125,16140698112,
NVIDIA_B200,148,65536,32768,16384,bfloat16,reference,0,compact,149.87440490722656,15100019712,
NVIDIA_B200,148,65536,32768,16384,bfloat16,chunked,64,compact,917.5091552734375,10791225344,
NVIDIA_B200,148,65536,32768,16384,bfloat16,chunked,128,compact,469.6119079589844,10810099712,
NVIDIA_B200,148,65536,32768,16384,bfloat16,chunked,256,compact,302.00531005859375,10847849472,
NVIDIA_B200,148,65536,32768,16384,bfloat16,chunked,512,compact,214.9311981201172,10923349504,
NVIDIA_B200,148,65536,32768,16384,bfloat16,chunked,1024,compact,191.7830352783203,11074349568,
NVIDIA_B200,148,65536,32768,16384,bfloat16,chunked,2048,compact,182.0458221435547,11376349696,
NVIDIA_B200,148,65536,32768,16384,bfloat16,chunked,4096,compact,175.70582580566406,11980349952,
NVIDIA_B200,148,65536,32768,16384,bfloat16,chunked,8192,compact,177.65933227539062,13188350464,
NVIDIA_B200,148,65536,32768,16384,bfloat16,chunked,16384,compact,176.27110290527344,15604351488,
NVIDIA_B200,148,65536,32768,16384,bfloat16,chunked,32768,compact,176.44813537597656,20436353536,
NVIDIA_B200,148,65536,32768,16384,bfloat16,chunked,65536,compact,182.9322509765625,30100357632,
