label,acc_policy,chunking_method,acc_dtype,num_tokens,in_features,num_classes,dtype,device_type,reduction,prob_target,bias,allow_retain_graph,time_ms,memory_peak_bytes,grad_input_error,grad_linear_weight_error,grad_linear_bias_error,error,timing_error
reference,,,,4096,4096,32000,bfloat16,cuda,mean,False,False,False,13.093888282775879,1361347584,0.00234935716712781,0.0015730771666414146,nan,,
accurate_aspect_ratio_fp32,accurate,aspect_ratio,float32,4096,4096,32000,bfloat16,cuda,mean,False,False,False,132.3663330078125,1798136320,0.0016610239537170708,0.002286121149285474,nan,,
accurate_aspect_ratio:2_fp32,accurate,aspect_ratio:2,float32,4096,4096,32000,bfloat16,cuda,mean,False,False,False,146.46681213378906,1761171968,0.0016610239537170708,0.002471272701990159,nan,,
accurate_aspect_ratio:4_fp32,accurate,aspect_ratio:4,float32,4096,4096,32000,bfloat16,cuda,mean,False,False,False,157.5925750732422,1742689792,0.001661023954776129,0.002605686155115448,nan,,
accurate_budget_fp32,accurate,budget,float32,4096,4096,32000,bfloat16,cuda,mean,False,False,False,155.16262817382812,1757706752,0.0016610239537170708,0.0025002794702982225,nan,,
balanced_aspect_ratio_fp32,balanced,aspect_ratio,float32,4096,4096,32000,bfloat16,cuda,mean,False,False,False,76.82252502441406,1272275456,0.0028764914161488082,0.002286121149285474,nan,,
balanced_aspect_ratio:2_fp32,balanced,aspect_ratio:2,float32,4096,4096,32000,bfloat16,cuda,mean,False,False,False,85.51936340332031,1202543104,0.0028764914161488082,0.002471272701990159,nan,,
balanced_aspect_ratio:4_fp32,balanced,aspect_ratio:4,float32,4096,4096,32000,bfloat16,cuda,mean,False,False,False,105.12793731689453,1167676928,0.0040977962356475665,0.002605686155115448,nan,,
balanced_budget_fp32,balanced,budget,float32,4096,4096,32000,bfloat16,cuda,mean,False,False,False,88.38143920898438,1196005888,0.0029310716729260638,0.0025002794702982225,nan,,
compact_aspect_ratio_fp32,compact,aspect_ratio,float32,4096,4096,32000,bfloat16,cuda,mean,False,False,False,18.757631301879883,747987456,0.0028764914161488082,0.0023152697540828816,nan,,
compact_aspect_ratio:2_fp32,compact,aspect_ratio:2,float32,4096,4096,32000,bfloat16,cuda,mean,False,False,False,22.987775802612305,678255104,0.0028764914161488082,0.0024915432355397727,nan,,
compact_aspect_ratio:4_fp32,compact,aspect_ratio:4,float32,4096,4096,32000,bfloat16,cuda,mean,False,False,False,34.279422760009766,643388928,0.0040977962356475665,0.0026188481472588826,nan,,
compact_budget_fp32,compact,budget,float32,4096,4096,32000,bfloat16,cuda,mean,False,False,False,24.853504180908203,671717888,0.0029310716729260638,0.0025183548935124897,nan,,
auto_fp32,auto,auto,float32,4096,4096,32000,bfloat16,cuda,mean,False,False,False,23.031808853149414,678255104,0.0028764914161488082,0.0024915323923381722,nan,,
liger,,,,4096,4096,32000,bfloat16,cuda,mean,False,False,False,26.125215530395508,1427689472,0.0023441438209480876,0.0024409313872265975,nan,,
