label,acc_policy,chunking_method,acc_dtype,num_tokens,in_features,num_classes,dtype,device_type,gpu_name,cuda_version,driver_version,reduction,prob_target,bias,allow_retain_graph,time_ms,memory_peak_bytes,grad_input_error,grad_linear_weight_error,grad_linear_bias_error,error,timing_error
reference,,,,4096,2048,65536,bfloat16,cuda,NVIDIA A100-SXM4-80GB,13.1,580.126.09,none,True,False,False,16.928768157958984,2986615808,0.0063445089619893905,0.012934319247921282,nan,,
accurate_aspect_ratio_fp32,accurate,aspect_ratio,float32,4096,2048,65536,bfloat16,cuda,NVIDIA A100-SXM4-80GB,13.1,580.126.09,none,True,False,False,184.75827026367188,2299801088,0.0016621093336252782,0.006327419621429526,nan,,
accurate_aspect_ratio:2_fp32,accurate,aspect_ratio:2,float32,4096,2048,65536,bfloat16,cuda,NVIDIA A100-SXM4-80GB,13.1,580.126.09,none,True,False,False,233.059326171875,2265722368,0.0016621093909722964,0.008869520450057126,nan,,
accurate_aspect_ratio:4_fp32,accurate,aspect_ratio:4,float32,4096,2048,65536,bfloat16,cuda,NVIDIA A100-SXM4-80GB,13.1,580.126.09,none,True,False,False,327.6042175292969,2248683008,0.0016621093789873128,0.012488915490828222,nan,,
balanced_aspect_ratio_fp32,balanced,aspect_ratio,float32,4096,2048,65536,bfloat16,cuda,NVIDIA A100-SXM4-80GB,13.1,580.126.09,none,True,False,False,132.12774658203125,1746152960,0.0019354283810361595,0.006327419621429526,nan,,
balanced_aspect_ratio:2_fp32,balanced,aspect_ratio:2,float32,4096,2048,65536,bfloat16,cuda,NVIDIA A100-SXM4-80GB,13.1,580.126.09,none,True,False,False,177.77664184570312,1703685632,0.0018929454543289042,0.008869520450057126,nan,,
balanced_aspect_ratio:4_fp32,balanced,aspect_ratio:4,float32,4096,2048,65536,bfloat16,cuda,NVIDIA A100-SXM4-80GB,13.1,580.126.09,none,True,False,False,280.5616760253906,1682451968,0.0018929454543289042,0.012488915490828222,nan,,
compact_aspect_ratio_fp32,compact,aspect_ratio,float32,4096,2048,65536,bfloat16,cuda,NVIDIA A100-SXM4-80GB,13.1,580.126.09,none,True,False,False,61.51065444946289,1209282048,0.0019354283810361595,0.006464600508104697,nan,,
compact_aspect_ratio:2_fp32,compact,aspect_ratio:2,float32,4096,2048,65536,bfloat16,cuda,NVIDIA A100-SXM4-80GB,13.1,580.126.09,none,True,False,False,88.45414733886719,1166814720,0.0018929454543289042,0.008967364221323623,nan,,
compact_aspect_ratio:4_fp32,compact,aspect_ratio:4,float32,4096,2048,65536,bfloat16,cuda,NVIDIA A100-SXM4-80GB,13.1,580.126.09,none,True,False,False,155.3428497314453,1145581056,0.0018929454543289042,0.012559383167943187,nan,,
auto_fp32,auto,auto,float32,4096,2048,65536,bfloat16,cuda,NVIDIA A100-SXM4-80GB,13.1,580.126.09,none,True,False,False,61.38060760498047,1209282048,0.0019354283810361595,0.006464600508104697,nan,,
