label,acc_policy,chunking_method,acc_dtype,num_tokens,in_features,num_classes,dtype,device_type,reduction,prob_target,bias,allow_retain_graph,time_ms,memory_peak_bytes,grad_input_error,grad_linear_weight_error,grad_linear_bias_error,error,timing_error
reference,,,,4096,4096,8192,float16,cuda,mean,True,False,False,4.213759899139404,453248000,0.3721248149819916,0.3579140716133865,nan,,
accurate_aspect_ratio_fp32,accurate,aspect_ratio,float32,4096,4096,8192,float16,cuda,mean,True,False,False,32.50483322143555,788816896,0.17509665801903146,0.006058395180932187,nan,,
accurate_aspect_ratio:2_fp32,accurate,aspect_ratio:2,float32,4096,4096,8192,float16,cuda,mean,True,False,False,33.86368179321289,704918528,0.17509665801903146,0.008568220652669208,nan,,
accurate_aspect_ratio:4_fp32,accurate,aspect_ratio:4,float32,4096,4096,8192,float16,cuda,mean,True,False,False,35.165184020996094,662969344,0.1750966581933634,0.012115475940640214,nan,,
balanced_aspect_ratio_fp32,balanced,aspect_ratio,float32,4096,4096,8192,float16,cuda,mean,True,False,False,5.669888019561768,486830592,0.3620322420376402,0.3466274025856389,nan,,
balanced_aspect_ratio:2_fp32,balanced,aspect_ratio:2,float32,4096,4096,8192,float16,cuda,mean,True,False,False,5.796864032745361,453261824,0.4021961210040551,0.3466815981841854,nan,,
balanced_aspect_ratio:4_fp32,balanced,aspect_ratio:4,float32,4096,4096,8192,float16,cuda,mean,True,False,False,8.367103576660156,436477440,0.5035877914103928,0.34679496085985934,nan,,
compact_aspect_ratio_fp32,compact,aspect_ratio,float32,4096,4096,8192,float16,cuda,mean,True,False,False,4.848639965057373,352612864,0.3620322420376402,0.3466274025856389,nan,,
compact_aspect_ratio:2_fp32,compact,aspect_ratio:2,float32,4096,4096,8192,float16,cuda,mean,True,False,False,4.926464080810547,319044096,0.4021961210040551,0.3466815981841854,nan,,
compact_aspect_ratio:4_fp32,compact,aspect_ratio:4,float32,4096,4096,8192,float16,cuda,mean,True,False,False,5.687295913696289,302259712,0.5035877914103928,0.34679496085985934,nan,,
auto_fp32,auto,auto,float32,4096,4096,8192,float16,cuda,mean,True,False,False,5.183487892150879,352612864,0.3620322420376402,0.3466274025856389,nan,,
