label,acc_policy,chunking_method,acc_dtype,num_tokens,in_features,num_classes,dtype,device_type,reduction,prob_target,bias,allow_retain_graph,time_ms,memory_peak_bytes,grad_input_error,grad_linear_weight_error,grad_linear_bias_error,error,timing_error
reference,,,,2048,4096,32000,bfloat16,cuda,mean,True,False,False,7.069695949554443,969147392,0.008981548131662583,0.014392551114037888,nan,,
accurate_aspect_ratio_fp32,accurate,aspect_ratio,float32,2048,4096,32000,bfloat16,cuda,mean,True,False,False,74.79603576660156,1857818112,0.0016610344826385173,0.003452072524153136,nan,,
accurate_aspect_ratio:2_fp32,accurate,aspect_ratio:2,float32,2048,4096,32000,bfloat16,cuda,mean,True,False,False,80.0890884399414,1822951424,0.0016610341045371453,0.004737394596939135,nan,,
accurate_aspect_ratio:4_fp32,accurate,aspect_ratio:4,float32,2048,4096,32000,bfloat16,cuda,mean,True,False,False,99.60345458984375,1805518848,0.0016610341045371453,0.006595949823147712,nan,,
accurate_budget_fp32,accurate,budget,float32,2048,4096,32000,bfloat16,cuda,mean,True,False,False,86.5976333618164,1819682816,0.0016610340998317093,0.005055746677561364,nan,,
balanced_aspect_ratio_fp32,balanced,aspect_ratio,float32,2048,4096,32000,bfloat16,cuda,mean,True,False,False,44.1262092590332,1316359680,0.0023465674793142688,0.003452072524153136,nan,,
balanced_aspect_ratio:2_fp32,balanced,aspect_ratio:2,float32,2048,4096,32000,bfloat16,cuda,mean,True,False,False,53.570560455322266,1273300992,0.0029480458640895263,0.004737394596939135,nan,,
balanced_aspect_ratio:4_fp32,balanced,aspect_ratio:4,float32,2048,4096,32000,bfloat16,cuda,mean,True,False,False,75.02642822265625,1251772416,0.002187778551553669,0.006595949823147712,nan,,
balanced_budget_fp32,balanced,budget,float32,2048,4096,32000,bfloat16,cuda,mean,True,False,False,57.32966232299805,1269264384,0.0029268390368260206,0.005055746677561364,nan,,
compact_aspect_ratio_fp32,compact,aspect_ratio,float32,2048,4096,32000,bfloat16,cuda,mean,True,False,False,12.809215545654297,792071680,0.0023465674793142688,0.0037839750781590935,nan,,
compact_aspect_ratio:2_fp32,compact,aspect_ratio:2,float32,2048,4096,32000,bfloat16,cuda,mean,True,False,False,18.184192657470703,749012992,0.0029480458640895263,0.00498491239827301,nan,,
compact_aspect_ratio:4_fp32,compact,aspect_ratio:4,float32,2048,4096,32000,bfloat16,cuda,mean,True,False,False,30.882816314697266,727484416,0.002187778551553669,0.006775346421045033,nan,,
compact_budget_fp32,compact,budget,float32,2048,4096,32000,bfloat16,cuda,mean,True,False,False,19.88096046447754,744976384,0.0029268390368260206,0.005288019142231837,nan,,
auto_fp32,auto,auto,float32,2048,4096,32000,bfloat16,cuda,mean,True,False,False,12.805120468139648,792071680,0.0023465674793142688,0.0037839750781590935,nan,,
