label,acc_policy,chunking_method,acc_dtype,num_tokens,in_features,num_classes,dtype,device_type,reduction,prob_target,bias,allow_retain_graph,time_ms,memory_peak_bytes,grad_input_error,grad_linear_weight_error,grad_linear_bias_error,error,timing_error
reference,,,,8192,4096,32000,float16,cuda,mean,True,False,False,27.69715118408203,2967733248,1.0000006588977381,0.9585242469804056,nan,,
accurate_aspect_ratio_fp32,accurate,aspect_ratio,float32,8192,4096,32000,float16,cuda,mean,True,False,False,258.8160095214844,2661561344,0.48084679410201914,0.06044942281815133,nan,,
accurate_aspect_ratio:2_fp32,accurate,aspect_ratio:2,float32,8192,4096,32000,float16,cuda,mean,True,False,False,267.2046203613281,2522094592,0.48084679414497583,0.08548183734058655,nan,,
accurate_aspect_ratio:4_fp32,accurate,aspect_ratio:4,float32,8192,4096,32000,float16,cuda,mean,True,False,False,294.43890380859375,2452361216,0.48084679410201914,0.12089485722890715,nan,,
balanced_aspect_ratio_fp32,balanced,aspect_ratio,float32,8192,4096,32000,float16,cuda,mean,True,False,False,39.12499237060547,1806449152,0.9872792897053572,0.8239787963434467,nan,,
balanced_aspect_ratio:2_fp32,balanced,aspect_ratio:2,float32,8192,4096,32000,float16,cuda,mean,True,False,False,46.315521240234375,1765285376,0.9980566353306692,0.8261718211081395,nan,,
balanced_aspect_ratio:4_fp32,balanced,aspect_ratio:4,float32,8192,4096,32000,float16,cuda,mean,True,False,False,64.93901062011719,1744703488,0.9872878559329002,0.8300420060857433,nan,,
compact_aspect_ratio_fp32,compact,aspect_ratio,float32,8192,4096,32000,float16,cuda,mean,True,False,False,32.28569412231445,1282161152,0.9872792897053572,0.8239787963434467,nan,,
compact_aspect_ratio:2_fp32,compact,aspect_ratio:2,float32,8192,4096,32000,float16,cuda,mean,True,False,False,33.64556884765625,1240997376,0.9980566353306692,0.8261718211081395,nan,,
compact_aspect_ratio:4_fp32,compact,aspect_ratio:4,float32,8192,4096,32000,float16,cuda,mean,True,False,False,41.243648529052734,1220415488,0.9872878559329002,0.8300420060857433,nan,,
auto_fp32,auto,auto,float32,8192,4096,32000,float16,cuda,mean,True,False,False,32.271358489990234,1282161152,0.9872792897053572,0.8239787963434467,nan,,
