label,acc_policy,chunking_method,acc_dtype,num_tokens,in_features,num_classes,dtype,device_type,reduction,prob_target,bias,allow_retain_graph,time_ms,memory_peak_bytes,grad_input_error,grad_linear_weight_error,grad_linear_bias_error,error,timing_error
reference,,,,1024,4096,32000,bfloat16,cuda,mean,True,False,False,4.336639881134033,754713600,0.009002131162400596,0.01488577102672899,nan,,
accurate_aspect_ratio_fp32,accurate,aspect_ratio,float32,1024,4096,32000,bfloat16,cuda,mean,True,False,False,40.74086380004883,1724254208,0.0016606722541231494,0.003483707876431605,nan,,
accurate_aspect_ratio:2_fp32,accurate,aspect_ratio:2,float32,1024,4096,32000,bfloat16,cuda,mean,True,False,False,50.39104080200195,1706821632,0.0016606722541231494,0.004784408662008833,nan,,
accurate_aspect_ratio:4_fp32,accurate,aspect_ratio:4,float32,1024,4096,32000,bfloat16,cuda,mean,True,False,False,69.27871704101562,1697908736,0.0016606723294678703,0.006663149963663927,nan,,
balanced_aspect_ratio_fp32,balanced,aspect_ratio,float32,1024,4096,32000,bfloat16,cuda,mean,True,False,False,27.331584930419922,1190987776,0.002947816761317152,0.003483707876431605,nan,,
balanced_aspect_ratio:2_fp32,balanced,aspect_ratio:2,float32,1024,4096,32000,bfloat16,cuda,mean,True,False,False,38.13478469848633,1169754112,0.0021874120401888276,0.004784408662008833,nan,,
balanced_aspect_ratio:4_fp32,balanced,aspect_ratio:4,float32,1024,4096,32000,bfloat16,cuda,mean,True,False,False,58.33625411987305,1158793216,0.002205425069262412,0.006663149963663927,nan,,
compact_aspect_ratio_fp32,compact,aspect_ratio,float32,1024,4096,32000,bfloat16,cuda,mean,True,False,False,10.475520133972168,666699776,0.002947816761317152,0.0038345314857731326,nan,,
compact_aspect_ratio:2_fp32,compact,aspect_ratio:2,float32,1024,4096,32000,bfloat16,cuda,mean,True,False,False,15.904767990112305,645466112,0.0021874120401888276,0.005045480379736448,nan,,
compact_aspect_ratio:4_fp32,compact,aspect_ratio:4,float32,1024,4096,32000,bfloat16,cuda,mean,True,False,False,27.666431427001953,634505216,0.002205425069262412,0.006852386983780393,nan,,
auto_fp32,auto,auto,float32,1024,4096,32000,bfloat16,cuda,mean,True,False,False,10.150912284851074,666699776,0.002947816761317152,0.0038345314857731326,nan,,
