label,acc_policy,chunking_method,acc_dtype,num_tokens,in_features,num_classes,dtype,device_type,reduction,prob_target,bias,allow_retain_graph,time_ms,memory_peak_bytes,grad_input_error,grad_linear_weight_error,grad_linear_bias_error,error,timing_error
reference,,,,4096,4096,16384,bfloat16,cuda,mean,True,False,False,6.871039867401123,855901184,0.009712733457868479,0.012257369468758902,nan,,
accurate_aspect_ratio_fp32,accurate,aspect_ratio,float32,4096,4096,16384,bfloat16,cuda,mean,True,False,False,66.79859161376953,1241788928,0.0016572588116366882,0.002548179518959574,nan,,
accurate_aspect_ratio:2_fp32,accurate,aspect_ratio:2,float32,4096,4096,16384,bfloat16,cuda,mean,True,False,False,69.73030090332031,1166285312,0.0016572588116366882,0.003401416004593862,nan,,
accurate_aspect_ratio:4_fp32,accurate,aspect_ratio:4,float32,4096,4096,16384,bfloat16,cuda,mean,True,False,False,76.50201416015625,1128533504,0.0016572588116366882,0.00466222888473747,nan,,
balanced_aspect_ratio_fp32,balanced,aspect_ratio,float32,4096,4096,16384,bfloat16,cuda,mean,True,False,False,38.30988693237305,939799040,0.0026870407378064296,0.002548179518959574,nan,,
balanced_aspect_ratio:2_fp32,balanced,aspect_ratio:2,float32,4096,4096,16384,bfloat16,cuda,mean,True,False,False,41.37267303466797,847518208,0.002477057197310171,0.003401416004593862,nan,,
balanced_aspect_ratio:4_fp32,balanced,aspect_ratio:4,float32,4096,4096,16384,bfloat16,cuda,mean,True,False,False,45.702144622802734,801377792,0.002477057197310171,0.00466222888473747,nan,,
compact_aspect_ratio_fp32,compact,aspect_ratio,float32,4096,4096,16384,bfloat16,cuda,mean,True,False,False,11.677696228027344,671363584,0.0026870407378064296,0.0029374517742318047,nan,,
compact_aspect_ratio:2_fp32,compact,aspect_ratio:2,float32,4096,4096,16384,bfloat16,cuda,mean,True,False,False,11.874303817749023,579082752,0.002477057197310171,0.0037021254263670616,nan,,
compact_aspect_ratio:4_fp32,compact,aspect_ratio:4,float32,4096,4096,16384,bfloat16,cuda,mean,True,False,False,13.812735557556152,532942336,0.002477057197310171,0.004884973204274478,nan,,
auto_fp32,auto,auto,float32,4096,4096,16384,bfloat16,cuda,mean,True,False,False,10.1212158203125,671363584,0.0026870407378064296,0.0029374517742318047,nan,,
