label,acc_policy,chunking_method,acc_dtype,num_tokens,in_features,num_classes,dtype,device_type,gpu_name,cuda_version,driver_version,reduction,prob_target,bias,allow_retain_graph,time_ms,memory_peak_bytes,grad_input_error,grad_linear_weight_error,grad_linear_bias_error,error,timing_error
reference,,,,2048,2048,32768,bfloat16,cuda,NVIDIA A100-SXM4-80GB,13.1,580.126.09,none,True,False,False,4.444159984588623,830739456,0.007170964200877419,0.013609599284356561,nan,,
accurate_aspect_ratio_fp32,accurate,aspect_ratio,float32,2048,2048,32768,bfloat16,cuda,NVIDIA A100-SXM4-80GB,13.1,580.126.09,none,True,False,False,46.84902572631836,1024728064,0.001662011566787237,0.004663718352829059,nan,,
accurate_aspect_ratio:2_fp32,accurate,aspect_ratio:2,float32,2048,2048,32768,bfloat16,cuda,NVIDIA A100-SXM4-80GB,13.1,580.126.09,none,True,False,False,61.839359283447266,1007426560,0.0016620115580129973,0.006490163985550509,nan,,
accurate_aspect_ratio:4_fp32,accurate,aspect_ratio:4,float32,2048,2048,32768,bfloat16,cuda,NVIDIA A100-SXM4-80GB,13.1,580.126.09,none,True,False,False,86.61913299560547,998775808,0.001662011541863324,0.009103863684088899,nan,,
compact_aspect_ratio_fp32,compact,aspect_ratio,float32,2048,2048,32768,bfloat16,cuda,NVIDIA A100-SXM4-80GB,13.1,580.126.09,none,True,False,False,16.01945686340332,479468544,0.0020354311067562027,0.004886873106936654,nan,,
compact_aspect_ratio:2_fp32,compact,aspect_ratio:2,float32,2048,2048,32768,bfloat16,cuda,NVIDIA A100-SXM4-80GB,13.1,580.126.09,none,True,False,False,25.676799774169922,457972736,0.001997269775562057,0.006653009973041986,nan,,
compact_aspect_ratio:4_fp32,compact,aspect_ratio:4,float32,2048,2048,32768,bfloat16,cuda,NVIDIA A100-SXM4-80GB,13.1,580.126.09,none,True,False,False,43.17184066772461,447224832,0.001997269775562057,0.00922101686786862,nan,,
auto_fp32,auto,auto,float32,2048,2048,32768,bfloat16,cuda,NVIDIA A100-SXM4-80GB,13.1,580.126.09,none,True,False,False,15.462400436401367,479468544,0.0020354311067562027,0.004886873106936654,nan,,
