label,acc_policy,chunking_method,acc_dtype,num_tokens,in_features,num_classes,dtype,device_type,reduction,prob_target,bias,allow_retain_graph,time_ms,memory_peak_bytes,grad_input_error,grad_linear_weight_error,grad_linear_bias_error,error,timing_error
reference,,,,4096,4096,16384,float16,cuda,mean,False,False,False,6.955008029937744,721716224,0.009388658787407462,0.00689645300509064,nan,,
accurate_aspect_ratio_fp32,accurate,aspect_ratio,float32,4096,4096,16384,float16,cuda,mean,False,False,False,66.11353302001953,1040544768,0.004509222216678872,0.000421589592858979,nan,,
accurate_aspect_ratio:2_fp32,accurate,aspect_ratio:2,float32,4096,4096,16384,float16,cuda,mean,False,False,False,68.65817260742188,998597632,0.004509222216678872,0.0005793241592618592,nan,,
accurate_aspect_ratio:4_fp32,accurate,aspect_ratio:4,float32,4096,4096,16384,float16,cuda,mean,False,False,False,75.20665740966797,977624064,0.004509222216678872,0.0008070299111028633,nan,,
accurate_budget_fp32,accurate,budget,float32,4096,4096,16384,float16,cuda,mean,False,False,False,71.41990661621094,990158336,0.004509222216678872,0.0006675931015109244,nan,,
balanced_aspect_ratio_fp32,balanced,aspect_ratio,float32,4096,4096,16384,float16,cuda,mean,False,False,False,11.36128044128418,679834112,0.011389740732488043,0.0069229328917169665,nan,,
balanced_aspect_ratio:2_fp32,balanced,aspect_ratio:2,float32,4096,4096,16384,float16,cuda,mean,False,False,False,12.45900821685791,650469888,0.012878553086785474,0.006934376906294582,nan,,
balanced_aspect_ratio:4_fp32,balanced,aspect_ratio:4,float32,4096,4096,16384,float16,cuda,mean,False,False,False,18.164735794067383,635787776,0.011389740732488043,0.0069571162753820194,nan,,
balanced_budget_fp32,balanced,budget,float32,4096,4096,16384,float16,cuda,mean,False,False,False,13.826047897338867,660220416,0.009449030827485997,0.0069297932048079745,nan,,
compact_aspect_ratio_fp32,compact,aspect_ratio,float32,4096,4096,16384,float16,cuda,mean,False,False,False,10.268671989440918,411398656,0.011389740732488043,0.006924146065780023,nan,,
compact_aspect_ratio:2_fp32,compact,aspect_ratio:2,float32,4096,4096,16384,float16,cuda,mean,False,False,False,9.444352149963379,382034432,0.012878553086785474,0.0069356260716625755,nan,,
compact_aspect_ratio:4_fp32,compact,aspect_ratio:4,float32,4096,4096,16384,float16,cuda,mean,False,False,False,12.36070442199707,367352320,0.011389740732488043,0.006958322268615483,nan,,
compact_budget_fp32,compact,budget,float32,4096,4096,16384,float16,cuda,mean,False,False,False,9.706496238708496,391784960,0.009449030827485997,0.006930981531165904,nan,,
auto_fp32,auto,auto,float32,4096,4096,16384,float16,cuda,mean,False,False,False,10.860544204711914,382034432,0.012878553086785474,0.006935623679657123,nan,,
liger,,,,4096,4096,16384,float16,cuda,mean,False,False,False,10.27347183227539,788844544,0.010406132445935636,0.0069088840368947396,nan,,
