label,acc_policy,chunking_method,acc_dtype,num_tokens,in_features,num_classes,dtype,device_type,reduction,prob_target,bias,allow_retain_graph,time_ms,memory_peak_bytes,grad_input_error,grad_linear_weight_error,grad_linear_bias_error,error,timing_error
reference,,,,4096,16384,32000,bfloat16,cuda,mean,False,False,False,48.82432174682617,2906948608,0.002350720254068501,0.0015396226746136666,nan,,
accurate_aspect_ratio_fp32,accurate,aspect_ratio,float32,4096,16384,32000,bfloat16,cuda,mean,False,False,False,479.7972412109375,7241830912,0.0016611352915553864,0.0017432100708930705,nan,,
accurate_aspect_ratio:2_fp32,accurate,aspect_ratio:2,float32,4096,16384,32000,bfloat16,cuda,mean,False,False,False,489.64404296875,7043641856,0.0016611352910628906,0.0019736285759730777,nan,,
accurate_aspect_ratio:4_fp32,accurate,aspect_ratio:4,float32,4096,16384,32000,bfloat16,cuda,mean,False,False,False,504.5831604003906,6944547328,0.0016611352910628906,0.002174042588433639,nan,,
accurate_budget_fp32,accurate,budget,float32,4096,16384,32000,bfloat16,cuda,mean,False,False,False,508.7068176269531,6979578880,0.0016611352910628906,0.0020983687972847254,nan,,
balanced_aspect_ratio_fp32,balanced,aspect_ratio,float32,4096,16384,32000,bfloat16,cuda,mean,False,False,False,268.70477294921875,5138387456,0.0028463753030024373,0.0017432100708930705,nan,,
balanced_aspect_ratio:2_fp32,balanced,aspect_ratio:2,float32,4096,16384,32000,bfloat16,cuda,mean,False,False,False,276.7595520019531,4809126400,0.0028463753030024373,0.0019736285759730777,nan,,
balanced_aspect_ratio:4_fp32,balanced,aspect_ratio:4,float32,4096,16384,32000,bfloat16,cuda,mean,False,False,False,293.01861572265625,4644495872,0.0028463753030024373,0.002174042588433639,nan,,
balanced_budget_fp32,balanced,budget,float32,4096,16384,32000,bfloat16,cuda,mean,False,False,False,286.95758056640625,4702695936,0.0028463753030024373,0.0020983687972847254,nan,,
compact_aspect_ratio_fp32,compact,aspect_ratio,float32,4096,16384,32000,bfloat16,cuda,mean,False,False,False,57.468929290771484,3041235456,0.0028463753030024373,0.0017930094547090184,nan,,
compact_aspect_ratio:2_fp32,compact,aspect_ratio:2,float32,4096,16384,32000,bfloat16,cuda,mean,False,False,False,59.273216247558594,2711974400,0.0028463753030024373,0.0020089859490077864,nan,,
compact_aspect_ratio:4_fp32,compact,aspect_ratio:4,float32,4096,16384,32000,bfloat16,cuda,mean,False,False,False,64.4352035522461,2547343872,0.0028463753030024373,0.0021984983358015633,nan,,
compact_budget_fp32,compact,budget,float32,4096,16384,32000,bfloat16,cuda,mean,False,False,False,63.3098258972168,2605543936,0.0028463753030024373,0.0021268894903268424,nan,,
auto_fp32,auto,auto,float32,4096,16384,32000,bfloat16,cuda,mean,False,False,False,59.11040115356445,2711974400,0.0028463753030024373,0.0020089700069018984,nan,,
liger,,,,4096,16384,32000,bfloat16,cuda,mean,False,False,False,61.081729888916016,5659480064,0.0023456865317464308,0.001940816957125821,nan,,
