label,acc_policy,chunking_method,acc_dtype,num_tokens,in_features,num_classes,dtype,device_type,reduction,prob_target,bias,allow_retain_graph,time_ms,memory_peak_bytes,grad_input_error,grad_linear_weight_error,grad_linear_bias_error,error,timing_error
reference,,,,4096,16384,32000,bfloat16,cuda,mean,True,False,False,50.337791442871094,3169059840,0.012517992014562393,0.014865710073343197,nan,,
accurate_aspect_ratio_fp32,accurate,aspect_ratio,float32,4096,16384,32000,bfloat16,cuda,mean,True,False,False,480.331787109375,7766041088,0.0016565663397623972,0.002021887741618866,nan,,
accurate_aspect_ratio:2_fp32,accurate,aspect_ratio:2,float32,4096,16384,32000,bfloat16,cuda,mean,True,False,False,490.0106201171875,7436775936,0.0016565646607687814,0.002601623763741372,nan,,
accurate_aspect_ratio:4_fp32,accurate,aspect_ratio:4,float32,4096,16384,32000,bfloat16,cuda,mean,True,False,False,505.2333984375,7272143360,0.0016565646607687814,0.003484471900404447,nan,,
accurate_budget_fp32,accurate,budget,float32,4096,16384,32000,bfloat16,cuda,mean,True,False,False,509.1092529296875,7330343424,0.0016565646607687814,0.00309190917744303,nan,,
balanced_aspect_ratio_fp32,balanced,aspect_ratio,float32,4096,16384,32000,bfloat16,cuda,mean,True,False,False,270.13018798828125,5531525632,0.0026103403433207673,0.002021887741618866,nan,,
balanced_aspect_ratio:2_fp32,balanced,aspect_ratio:2,float32,4096,16384,32000,bfloat16,cuda,mean,True,False,False,277.7835388183594,5136724480,0.0026103403433207673,0.002601623763741372,nan,,
balanced_aspect_ratio:4_fp32,balanced,aspect_ratio:4,float32,4096,16384,32000,bfloat16,cuda,mean,True,False,False,293.9309997558594,4939323904,0.0026103403433207673,0.003484471900404447,nan,,
balanced_budget_fp32,balanced,budget,float32,4096,16384,32000,bfloat16,cuda,mean,True,False,False,287.9129638671875,5009108992,0.0026103403433207673,0.00309190917744303,nan,,
compact_aspect_ratio_fp32,compact,aspect_ratio,float32,4096,16384,32000,bfloat16,cuda,mean,True,False,False,58.26764678955078,3434373632,0.0026103403433207673,0.0025802436991291117,nan,,
compact_aspect_ratio:2_fp32,compact,aspect_ratio:2,float32,4096,16384,32000,bfloat16,cuda,mean,True,False,False,60.19174575805664,3039572480,0.0026103403433207673,0.003055692386872289,nan,,
compact_aspect_ratio:4_fp32,compact,aspect_ratio:4,float32,4096,16384,32000,bfloat16,cuda,mean,True,False,False,65.06291198730469,2842171904,0.0026103403433207673,0.0038355774464219495,nan,,
compact_budget_fp32,compact,budget,float32,4096,16384,32000,bfloat16,cuda,mean,True,False,False,63.8023681640625,2911956992,0.0026103403433207673,0.0034829133088084417,nan,,
auto_fp32,auto,auto,float32,4096,16384,32000,bfloat16,cuda,mean,True,False,False,58.21235275268555,3434373632,0.0026103403433207673,0.0025802436991291117,nan,,
